OPERATION_NAME,MACHINE_NAME,MACHINE_GROUP,Product_Item,Item_Code,CYCLE_TIME,CYCLE_START_TIME,CYCLE_COMPLETE_TIME,ROBOT_RUNNING_TIME,ROBOT_IDLE_TIME,ROBOT_MANUAL_MODE_TIME,ROBOT_ERROR_TIME,SHIFT_RUNNING_PART_COUNT,CURRENT_SHIFT,OEE,UPDATED_DATE,TOTAL_PRODUCTION_COUNT,TOTAL_RUNNING_TIME,TOTAL_IDLE_TIME,ROBOT_DOWNTIME,Downtime_Reason,Maintenance_Flag,Shift_Target,Shift_Achieved,Shift_Efficiency (%),Utilization_Rate (%),Error_Code,Downtime_Percentage,Maintenance_Needed,Status
VOLTRIS_MOUNTING_3,MAC_LINE_2_MACHINA,MACLINE-2,Cerevex (V7.5),ZX-2862-A4,147,09-10-2025 13:46,09-10-2025 13:48,8568,19160,0,673,47,SHIFT-A,35.54,03-05-2025,47,7831,5435,673,Network Issue,0,1417,1153,81.37,71.34,E554,2.43,0,Healthy
FLUXEN_SEALING_3,MAC_LINE_1_FLUXEN,MACLINE-2,Syntra (V9.8),TX-5213-C8,174,09-10-2025 13:53,09-10-2025 13:56,8566,19516,0,0,43,SHIFT-A,40.91,03-05-2025,43,9012,9361,134,Manual Stop,0,1039,915,88.07,66.57,E681,0.48,0,Healthy
FLUXEN_SEALING_2,MAC_LINE_1_ORVION,MACLINE-2,Helion (V9.5),ZX-5772-B2,182,09-10-2025 13:54,09-10-2025 13:57,10946,15278,0,2191,55,SHIFT-A,47.98,04-05-2025,55,10570,10251,2191,Maintenance,1,1209,1197,99.01,82.62,E282,8.35,1,Healthy
ASTRA_SEALING_5,MAC_LINE_1_VOLTRIS,MACLINE-1,Fluxen (V1.8),NX-5394-C8,272,09-10-2025 12:35,09-10-2025 12:40,5999,22621,0,3,22,SHIFT-A,27.23,05-05-2025,22,5999,22616,2,Sensor Fault,1,1456,1442,99.04,60.83,E794,0.01,1,Healthy
NEXORA_ALIGNMENT_3,MAC_LINE_1_FLUXEN,MACLINE-2,Machina (V4.0),TX-8283-C6,0,09-10-2025 13:32,09-10-2025 13:32,0,28288,0,0,70,SHIFT-A,0,05-05-2025,70,0,20536,40222,Sensor Fault,1,1409,1314,93.26,67.47,E830,142.18,1,Healthy
VORTAN_TEST_5,MAC_LINE_5_CEREVEX,MACLINE-4,Galvion (V4.9),ZX-5048-B4,147,09-10-2025 05:49,09-10-2025 05:52,12373,14876,0,84,83,SHIFT-C,100,04-05-2025,226,33921,57223,90,Power Failure,1,970,763,78.66,63.7,E214,0.33,1,Needs Attention
SYNTRA_INSPECTION_5,MAC_LINE_1_ORVION,MACLINE-2,NeuraX (V1.4),TX-5651-B5,0,09-10-2025 05:31,09-10-2025 05:31,0,28289,0,0,73,SHIFT-C,0,04-05-2025,199,0,48705,0,Maintenance,0,1336,1287,96.33,69.31,E585,0,1,Healthy
EONIX_SEALING_4,MAC_LINE_3_GALVION,MACLINE-1,Nexora (V3.5),HX-2791-A1,299,09-10-2025 14:53,09-10-2025 14:58,0,0,99,222.22,0,SHIFT-C,100,04-05-2025,0,14467,0,476,Sensor Fault,1,1304,1362,104.45,74.94,E769,47600,1,Healthy
ORVION_SCREWING_1,MAC_LINE_3_NEXORA,MACLINE-1,Nexora (V8.6),NX-5109-B1,299,09-10-2025 14:53,09-10-2025 14:58,0,0,99,222.22,0,SHIFT-C,100,04-05-2025,0,14467,0,476,Maintenance,1,991,829,83.65,97.22,E333,47600,1,Healthy
AXION_MOUNTING_4,MAC_LINE_3_ORVION,MACLINE-2,Axion (V6.2),TX-8074-B7,122,09-10-2025 05:39,09-10-2025 05:41,8470,19287,0,165,73,SHIFT-C,100,04-05-2025,199,23502,52688,246,Sensor Fault,1,1248,932,74.68,96.93,E316,0.89,1,Needs Attention
AXION_CALIBRATION_3,MAC_LINE_3_GALVION,MACLINE-4,Quantor (V7.8),HX-6819-A7,140,09-10-2025 21:49,09-10-2025 21:51,8674,20066,0,58035,62,SHIFT-B,40.93,04-05-2025,132,18036,47825,328,Sensor Fault,0,1392,1086,78.02,88.91,E759,1.14,1,Needs Attention
NEURAX_ASSEMBLY_4,MAC_LINE_1_FLUXEN,MACLINE-4,Voltris (V9.5),NX-3172-C5,155,09-10-2025 13:42,09-10-2025 13:44,6858,21847,0,64000,50,SHIFT-A,31.09,05-05-2025,50,6850,26628,209,Power Failure,1,952,911,95.69,76.86,E385,0.73,0,Healthy
LUMINA_PACKAGING_5,MAC_LINE_1_NEURAX,MACLINE-2,Vortan (V1.6),NX-3234-C4,172,09-10-2025 13:39,09-10-2025 13:42,12677,15212,0,1,69,SHIFT-A,56.84,05-05-2025,69,12522,7833,244,Sensor Fault,1,873,788,90.26,73.1,E190,0.87,1,Healthy
NEURAX_PACKAGING_4,MAC_LINE_5_NEURAX,MACLINE-2,Machina (V8.2),ZX-9452-C1,273,09-10-2025 05:30,09-10-2025 05:35,13286,14842,0,99,87,SHIFT-C,100,05-05-2025,228,35249,30097,142,Sensor Fault,1,937,727,77.59,64.04,E319,0.5,1,Needs Attention
ASTRA_ASSEMBLY_5,MAC_LINE_3_CEREVEX,MACLINE-4,Syntra (V6.9),ZX-7315-B2,141,09-10-2025 05:59,09-10-2025 06:02,8976,13470,0,64000,65,SHIFT-C,100,05-05-2025,180,26214,79042,64,Manual Stop,1,833,794,95.32,71.22,E776,0.29,0,Healthy
SYNTRA_SEALING_1,MAC_LINE_4_SYNTRA,MACLINE-4,Voltris (V1.2),NX-5996-A7,0,09-10-2025 05:58,09-10-2025 05:42,13002,14255,0,122,85,SHIFT-C,100,05-05-2025,222,33817,55251,123,Sensor Fault,0,1443,1271,88.08,83.6,E348,0.45,1,Healthy
VOLTRIS_MOUNTING_4,MAC_LINE_4_VORTAN,MACLINE-2,Dravon (V9.6),HX-1980-B5,122,09-10-2025 05:36,09-10-2025 05:38,10077,17542,0,181,86,SHIFT-C,100,05-05-2025,228,27033,32309,156,Power Failure,1,914,834,91.25,97.92,E698,0.56,0,Healthy
HELION_SCREWING_5,MAC_LINE_5_ASTRA,MACLINE-1,Fluxen (V7.8),VX-7598-C1,299,09-10-2025 14:53,09-10-2025 14:58,0,0,98.99,222.22,0,SHIFT-C,0,05-05-2025,0,0,0,476,Sensor Fault,1,1265,931,73.6,72.72,E881,47600,1,Needs Attention
CRYON_INSPECTION_4,MAC_LINE_3_MACHINA,MACLINE-1,Galvion (V5.6),NX-7256-A8,257,09-10-2025 15:50,09-10-2025 15:55,0,28725,0,0,0,SHIFT-C,100,05-05-2025,26,7164,78959,0,Sensor Fault,1,908,843,92.84,77.25,E175,0,1,Healthy
FLUXEN_TEST_4,MAC_LINE_4_AXION,MACLINE-1,Voltris (V3.2),HX-1906-B7,218,09-10-2025 15:42,09-10-2025 15:45,0,28439,0,0,0,SHIFT-C,100,05-05-2025,26,6249,71158,0,Network Issue,1,1077,778,72.24,71.05,E643,0,1,Needs Attention
FLUXEN_SEALING_1,MAC_LINE_5_VORTAN,MACLINE-2,Dravon (V8.4),TX-9624-A6,127,09-10-2025 05:38,09-10-2025 05:40,10747,16986,0,0,88,SHIFT-C,0,05-05-2025,229,28961,18353,0,Network Issue,0,1169,875,74.85,77.05,E693,0,1,Needs Attention
AXION_SCREWING_5,MAC_LINE_2_ASTRA,MACLINE-2,Cryon (V8.3),VX-7295-C7,156,09-10-2025 13:56,09-10-2025 13:58,13875,14247,0,242,77,SHIFT-A,62,06-05-2025,77,13659,8536,242,Manual Stop,1,1190,1054,88.57,72.13,E391,0.86,0,Healthy
CEREVEX_SEALING_5,MAC_LINE_1_NEURAX,MACLINE-2,Lumina (V2.6),HX-4189-C1,192,09-10-2025 05:27,09-10-2025 05:30,15957,12631,0,123,87,SHIFT-C,100,05-05-2025,229,40928,31052,336,Power Failure,0,969,945,97.52,73.53,E531,1.18,0,Healthy
HELION_TEST_3,MAC_LINE_5_MACHINA,MACLINE-4,Nexora (V6.1),NX-6410-B1,140,09-10-2025 21:38,09-10-2025 21:40,8841,19951,0,58147,65,SHIFT-B,35.6,05-05-2025,115,15688,53493,112,Network Issue,1,1248,1123,89.98,70.59,E140,0.39,0,Healthy
DRAVON_INSPECTION_3,MAC_LINE_2_AURALON,MACLINE-2,Helion (V7.7),ZX-8614-C1,155,09-10-2025 05:34,09-10-2025 05:37,11595,16543,0,169,73,SHIFT-C,100,04-05-2025,199,35647,27271,2191,Power Failure,1,963,689,71.55,72.96,E524,7.79,1,Needs Attention
ASTRA_SCREWING_2,MAC_LINE_5_SYNTRA,MACLINE-2,Quantor (V2.4),ZX-2308-A5,127,09-10-2025 05:41,09-10-2025 05:43,8915,18948,0,20,73,SHIFT-C,100,04-05-2025,199,24735,41427,0,Power Failure,0,1426,1155,81,84.53,E504,0,0,Healthy
VOLTRIS_MOUNTING_3,MAC_LINE_2_VORTAN,MACLINE-2,Auralon (V3.2),HX-2549-B7,200,09-10-2025 05:31,09-10-2025 05:34,12781,15952,0,0,73,SHIFT-C,100,04-05-2025,199,34105,35857,0,Power Failure,1,1164,861,73.97,72.5,E514,0,1,Needs Attention
CEREVEX_SCREWING_3,MAC_LINE_1_NEURAX,MACLINE-2,Orvion (V7.9),VX-4407-C2,174,09-10-2025 05:38,09-10-2025 05:41,13223,14676,0,539,71,SHIFT-C,0,04-05-2025,197,37702,19242,539,Sensor Fault,1,1328,1291,97.21,89.7,E969,1.93,1,Healthy
QUANTOR_INSPECTION_3,MAC_LINE_3_EONIX,MACLINE-4,Cerevex (V8.7),VX-3177-C8,148,09-10-2025 21:52,09-10-2025 21:54,11958,14343,0,0,81,SHIFT-B,47.06,05-05-2025,137,20735,38035,0,Maintenance,0,1450,1152,79.45,81.06,E478,0,1,Needs Attention
ORVION_TEST_1,MAC_LINE_4_CEREVEX,MACLINE-2,Dravon (V4.3),HX-1119-C2,164,09-10-2025 21:15,09-10-2025 21:18,13059,15595,0,60,73,SHIFT-B,57.04,05-05-2025,142,25134,19540,336,Manual Stop,1,1433,1335,93.16,62.39,E322,1.17,0,Healthy
LUMINA_CALIBRATION_3,MAC_LINE_4_AXION,MACLINE-2,Voltris (V3.1),TX-6420-C8,120,09-10-2025 21:24,09-10-2025 21:26,8542,18525,174,259,73,SHIFT-B,38.15,05-05-2025,142,16809,18435,156,Sensor Fault,1,1080,911,84.35,94.8,E193,0.58,1,Healthy
LUMINA_CALIBRATION_3,MAC_LINE_5_NEXORA,MACLINE-1,Auralon (V4.3),NX-1656-C8,299,09-10-2025 14:53,09-10-2025 14:58,0,0,98.99,222.22,0,SHIFT-B,0,05-05-2025,0,0,0,476,Sensor Fault,1,1164,1085,93.21,82.53,E900,47600,1,Healthy
DRAVON_ASSEMBLY_4,MAC_LINE_1_AXION,MACLINE-1,Orvion (V1.5),ZX-2249-A1,257,09-10-2025 15:50,09-10-2025 15:55,1165,27495,0,0,4,SHIFT-B,16.26,05-05-2025,26,7164,50172,0,Manual Stop,0,1405,1253,89.18,82.59,E643,0,0,Healthy
EONIX_MOUNTING_1,MAC_LINE_4_LUMINA,MACLINE-1,Quantor (V2.7),VX-2879-C4,218,09-10-2025 15:42,09-10-2025 15:45,1072,24835,47,22,4,SHIFT-B,14.18,05-05-2025,26,6249,42356,3,Power Failure,0,1195,1027,85.94,86.15,E606,0.01,0,Healthy
HELION_TEST_3,MAC_LINE_4_ZERION,MACLINE-2,Lumina (V8.3),NX-1046-A2,0,09-10-2025 21:16,09-10-2025 21:15,12572,14678,0,40,72,SHIFT-B,60.14,05-05-2025,141,26501,12624,40,Maintenance,1,1366,1398,102.34,95.78,E521,0.15,1,Healthy
ORVION_ALIGNMENT_3,MAC_LINE_3_ZERION,MACLINE-2,Fluxen (V7.1),NX-4522-B9,192,09-10-2025 05:27,09-10-2025 05:30,15957,12631,0,123,87,SHIFT-C,100,05-05-2025,229,40928,31052,336,Power Failure,1,1018,923,90.67,90.87,E299,1.18,0,Healthy
ORVION_INSPECTION_2,MAC_LINE_3_HELION,MACLINE-4,Dravon (V5.6),HX-5064-C6,0,09-10-2025 05:58,09-10-2025 05:42,13002,14255,0,122,85,SHIFT-C,100,05-05-2025,222,33817,55251,123,Maintenance,0,831,835,100.48,66.98,E252,0.45,1,Healthy
MACHINA_TEST_1,MAC_LINE_2_CRYON,MACLINE-2,Astra (V4.0),ZX-2320-C5,122,09-10-2025 05:36,09-10-2025 05:38,10077,17542,0,181,86,SHIFT-C,100,05-05-2025,228,27033,32309,156,Manual Stop,1,855,867,101.4,90.27,E132,0.56,0,Healthy
AXION_SEALING_5,MAC_LINE_4_EONIX,MACLINE-2,Orvion (V4.4),HX-3258-B2,122,09-10-2025 05:39,09-10-2025 05:41,8470,19287,0,165,73,SHIFT-C,100,04-05-2025,199,23502,52688,246,Maintenance,1,893,763,85.44,91.69,E305,0.89,1,Healthy
MACHINA_PACKAGING_4,MAC_LINE_2_ASTRA,MACLINE-4,Nexora (V3.1),NX-1444-B1,140,09-10-2025 05:25,09-10-2025 05:28,7202,15049,0,64000,52,SHIFT-C,100,06-05-2025,174,25127,75724,234,Sensor Fault,1,1193,960,80.47,65.16,E809,1.05,1,Healthy
NEXORA_SCREWING_2,MAC_LINE_4_MACHINA,MACLINE-2,Cerevex (V1.3),NX-3981-C9,1,09-10-2025 05:17,09-10-2025 05:17,0,28289,0,0,87,SHIFT-C,0,05-05-2025,229,0,50938,0,Power Failure,0,1492,1099,73.66,78.12,E409,0,1,Needs Attention
ASTRA_INSPECTION_2,MAC_LINE_5_AURALON,MACLINE-1,Zerion (V2.2),ZX-7463-B4,284,09-10-2025 05:24,09-10-2025 05:29,13828,14773,0,3,50,SHIFT-C,100,06-05-2025,137,42201,42567,4,Network Issue,0,871,853,97.93,84.2,E861,0.01,0,Healthy
AURALON_COATING_3,MAC_LINE_5_MACHINA,MACLINE-4,Vortan (V1.6),HX-6952-C6,140,09-10-2025 13:55,09-10-2025 13:57,6824,21906,0,64000,50,SHIFT-A,30.96,06-05-2025,50,6820,26186,73,Sensor Fault,0,1140,1018,89.3,72.27,E397,0.25,1,Healthy
DRAVON_MOUNTING_4,MAC_LINE_4_MACHINA,MACLINE-1,Machina (V8.9),NX-4461-B5,226,09-10-2025 13:48,09-10-2025 13:52,11901,12446,1666,683,36,SHIFT-A,54.02,06-05-2025,36,11901,12441,56,Power Failure,1,1455,1028,70.65,79.66,E693,0.23,1,Needs Attention
QUANTOR_ASSEMBLY_1,MAC_LINE_5_ASTRA,MACLINE-2,Cryon (V8.0),VX-2415-C1,1,09-10-2025 21:21,09-10-2025 21:21,0,28289,0,0,71,SHIFT-B,0,04-05-2025,126,0,38896,0,Maintenance,0,1057,861,81.46,70.36,E857,0,1,Healthy
AURALON_ASSEMBLY_5,MAC_LINE_2_NEXORA,MACLINE-4,Cryon (V7.3),VX-4814-A6,167,09-10-2025 13:49,09-10-2025 13:52,9688,16903,0,0,63,SHIFT-A,44.26,06-05-2025,63,9752,21504,0,Power Failure,0,1258,976,77.58,63.68,E698,0,1,Needs Attention
GALVION_ALIGNMENT_1,MAC_LINE_4_ORVION,MACLINE-1,Lumina (V8.2),NX-7564-B4,299,09-10-2025 14:53,09-10-2025 14:58,0,0,98.99,222.22,0,SHIFT-A,0,06-05-2025,0,0,0,476,Sensor Fault,0,1069,1136,106.27,85.06,E130,47600,1,Healthy
CRYON_SCREWING_3,MAC_LINE_2_EONIX,MACLINE-1,Axion (V6.6),TX-2554-C9,299,09-10-2025 14:53,09-10-2025 14:58,0,0,98.99,222.22,0,SHIFT-C,0,06-05-2025,0,0,0,476,Maintenance,0,1261,1101,87.31,95.36,E342,47600,1,Healthy
LUMINA_PACKAGING_4,MAC_LINE_3_HELION,MACLINE-4,Fluxen (V3.6),ZX-8054-B1,140,09-10-2025 21:55,09-10-2025 21:58,9758,19029,0,58248,72,SHIFT-B,37.62,06-05-2025,122,16577,49383,101,Manual Stop,0,1363,1115,81.8,97.91,E200,0.35,0,Healthy
CEREVEX_SCREWING_1,MAC_LINE_2_CEREVEX,MACLINE-1,Auralon (V7.5),VX-7202-C8,299,09-10-2025 14:53,09-10-2025 14:58,0,0,98.99,222.22,0,SHIFT-B,0,06-05-2025,0,0,0,476,Maintenance,1,1424,1314,92.28,94.78,E967,47600,1,Healthy
FLUXEN_ASSEMBLY_5,MAC_LINE_3_ORVION,MACLINE-2,Helion (V7.7),NX-1810-B2,175,09-10-2025 21:26,09-10-2025 21:29,13041,15681,0,57,74,SHIFT-B,61.35,06-05-2025,151,27034,18397,99,Power Failure,0,955,825,86.39,65.67,E785,0.34,0,Healthy
EONIX_TEST_1,MAC_LINE_1_ZERION,MACLINE-2,Nexora (V6.4),HX-6251-A3,90,09-10-2025 21:12,09-10-2025 21:14,6813,20739,0,508,70,SHIFT-B,36.66,06-05-2025,147,16152,29281,480,Maintenance,1,889,843,94.83,87.25,E879,1.74,1,Healthy
HELION_SCREWING_1,MAC_LINE_1_NEXORA,MACLINE-2,Voltris (V6.1),TX-2928-B3,151,09-10-2025 05:29,09-10-2025 05:32,10944,17347,0,16,71,SHIFT-C,100,06-05-2025,220,36357,23835,242,Network Issue,1,1076,994,92.38,74.73,E144,0.86,0,Healthy
HELION_SEALING_3,MAC_LINE_1_EONIX,MACLINE-1,Vortan (V9.2),VX-6197-A6,284,09-10-2025 05:24,09-10-2025 05:29,13828,14773,0,3,50,SHIFT-C,100,06-05-2025,137,42201,42567,4,Network Issue,0,1458,1096,75.17,93.15,E946,0.01,1,Needs Attention
SYNTRA_TEST_2,MAC_LINE_1_ORVION,MACLINE-2,Helion (V3.2),VX-8474-B2,127,09-10-2025 04:44,09-10-2025 04:46,6545,15493,48,375,64,SHIFT-C,0,06-05-2025,215,21908,27262,0,Manual Stop,1,1035,898,86.76,85.09,E155,0,0,Healthy
MACHINA_MOUNTING_2,MAC_LINE_5_NEURAX,MACLINE-2,Auralon (V5.9),VX-1914-A1,168,09-10-2025 05:25,09-10-2025 05:28,12125,15541,0,162,72,SHIFT-C,0,06-05-2025,218,39385,20562,162,Manual Stop,1,1254,880,70.18,66.19,E572,0.59,1,Needs Attention
ZERION_SEALING_2,MAC_LINE_3_VORTAN,MACLINE-4,Quantor (V3.3),NX-9694-C7,183,09-10-2025 13:42,09-10-2025 13:45,8692,17801,0,73,56,SHIFT-A,39.48,05-05-2025,56,8699,21758,622,Network Issue,1,1124,1132,100.71,95.63,E721,2.35,0,Healthy
NEXORA_PACKAGING_5,MAC_LINE_2_NEURAX,MACLINE-2,Vortan (V7.4),ZX-7914-A7,122,09-10-2025 13:48,09-10-2025 13:50,8070,19287,0,156,69,SHIFT-A,37.06,05-05-2025,69,8164,12216,156,Sensor Fault,1,828,889,107.37,64.34,E604,0.57,1,Healthy
ASTRA_INSPECTION_2,MAC_LINE_3_AXION,MACLINE-1,Helion (V6.1),VX-9265-C2,299,09-10-2025 14:53,09-10-2025 14:58,0,0,98.99,222.22,0,SHIFT-A,0,05-05-2025,0,0,0,476,Maintenance,1,1059,887,83.76,82.1,E460,47600,1,Healthy
NEXORA_ALIGNMENT_4,MAC_LINE_2_ZERION,MACLINE-4,Cerevex (V3.9),TX-8867-A5,147,09-10-2025 05:49,09-10-2025 05:52,12373,14876,0,84,83,SHIFT-C,100,04-05-2025,226,33921,57223,90,Power Failure,1,1112,1073,96.49,66.9,E277,0.33,0,Healthy
CRYON_ALIGNMENT_4,MAC_LINE_5_AXION,MACLINE-4,Machina (V9.7),VX-5163-A4,139,09-10-2025 05:47,09-10-2025 05:49,8604,13862,0,64000,63,SHIFT-C,100,04-05-2025,195,28598,71811,60,Sensor Fault,1,1061,924,87.09,78.94,E549,0.27,1,Healthy
NEXORA_COATING_2,MAC_LINE_4_ZERION,MACLINE-1,Auralon (V8.3),NX-5956-C7,299,09-10-2025 14:53,09-10-2025 14:58,0,0,99,222.22,0,SHIFT-C,100,04-05-2025,0,14467,0,476,Power Failure,0,1113,842,75.65,77.96,E293,47600,1,Needs Attention
VOLTRIS_MOUNTING_4,MAC_LINE_3_QUANTOR,MACLINE-2,Quantor (V6.8),TX-8846-C2,158,09-10-2025 13:50,09-10-2025 13:52,14662,11525,1236,966,67,SHIFT-A,58.43,07-05-2025,67,12872,6121,1610,Network Issue,0,851,771,90.6,76.53,E987,6.15,0,Healthy
NEURAX_SEALING_2,MAC_LINE_5_VORTAN,MACLINE-2,Fluxen (V8.3),TX-2528-B7,1,09-10-2025 13:34,09-10-2025 13:34,0,28289,0,0,66,SHIFT-A,0,07-05-2025,66,0,5716,41806,Manual Stop,1,1377,1032,74.95,89.69,E700,147.78,1,Needs Attention
QUANTOR_MOUNTING_3,MAC_LINE_3_ORVION,MACLINE-2,Cryon (V8.1),VX-4301-A2,127,09-10-2025 13:57,09-10-2025 13:59,6560,19891,1015,529,67,SHIFT-A,28.23,07-05-2025,68,6218,12464,1556,Power Failure,1,990,817,82.53,69.02,E687,5.88,0,Healthy
AURALON_SCREWING_1,MAC_LINE_2_NEURAX,MACLINE-4,Astra (V2.6),NX-3424-B2,200,09-10-2025 05:49,09-10-2025 05:52,4593,17743,65,64000,34,SHIFT-C,100,07-05-2025,164,23845,78245,141,Power Failure,1,1061,744,70.12,78.49,E873,0.63,1,Needs Attention
LUMINA_ASSEMBLY_4,MAC_LINE_1_LUMINA,MACLINE-1,Machina (V8.9),NX-3719-A9,272,09-10-2025 05:16,09-10-2025 05:21,14781,12801,11,2,54,SHIFT-C,100,07-05-2025,150,42021,42855,3,Network Issue,0,1223,1281,104.74,83.62,E387,0.01,0,Healthy
NEXORA_MOUNTING_3,MAC_LINE_5_ASTRA,MACLINE-2,Lumina (V6.1),NX-2287-A2,119,09-10-2025 21:48,09-10-2025 21:50,8158,19669,0,86,69,SHIFT-B,31.23,07-05-2025,136,13763,33635,1400,Sensor Fault,1,1141,942,82.56,91.91,E885,5.03,1,Healthy
ASTRA_ALIGNMENT_2,MAC_LINE_1_MACHINA,MACLINE-2,Eonix (V8.1),TX-5858-A9,127,09-10-2025 21:47,09-10-2025 21:49,10789,16915,0,93,85,SHIFT-B,41.48,26-04-2025,143,18277,21621,8,Sensor Fault,0,1426,1366,95.79,73.06,E273,0.03,1,Healthy
ORVION_PACKAGING_1,MAC_LINE_5_FLUXEN,MACLINE-4,Eonix (V4.2),TX-8979-A8,147,09-10-2025 21:47,09-10-2025 21:49,10429,18318,0,55762,71,SHIFT-B,41.84,27-04-2025,126,18436,50487,82,Maintenance,0,1243,1214,97.67,71.9,E651,0.29,1,Healthy
FLUXEN_ALIGNMENT_3,MAC_LINE_2_DRAVON,MACLINE-2,Cryon (V2.6),TX-6234-B8,0,09-10-2025 19:42,09-10-2025 19:42,0,28295,0,0,72,SHIFT-B,0,27-04-2025,135,0,41991,0,Network Issue,1,880,959,108.98,73.58,E678,0,0,Healthy
AXION_PACKAGING_3,MAC_LINE_5_DRAVON,MACLINE-1,Orvion (V3.6),ZX-2039-A4,236,09-10-2025 05:29,09-10-2025 05:33,14852,13437,0,0,60,SHIFT-C,100,27-04-2025,80,20090,60528,0,Maintenance,0,1402,1382,98.57,67.62,E370,0,1,Healthy
VOLTRIS_SCREWING_2,MAC_LINE_1_SYNTRA,MACLINE-4,Axion (V6.7),NX-1520-B4,147,09-10-2025 05:48,09-10-2025 05:51,10378,16235,0,146,69,SHIFT-C,0,27-04-2025,216,31739,53165,147,Power Failure,1,1099,812,73.89,79.63,E338,0.55,1,Needs Attention
ZERION_CALIBRATION_4,MAC_LINE_1_ORVION,MACLINE-1,Orvion (V2.8),HX-5815-A4,236,09-10-2025 13:34,09-10-2025 13:37,13732,14518,0,3,55,SHIFT-A,62.33,28-04-2025,55,13732,14513,0,Network Issue,0,1329,1249,93.98,60.07,E693,0,0,Healthy
AXION_INSPECTION_4,MAC_LINE_4_VORTAN,MACLINE-2,Vortan (V2.3),VX-6810-B4,174,09-10-2025 19:49,09-10-2025 19:52,0,28697,0,0,0,SHIFT-A,0,28-04-2025,0,0,28596,0,Power Failure,1,1469,1069,72.77,69.94,E516,0,1,Needs Attention
CRYON_CALIBRATION_2,MAC_LINE_5_VORTAN,MACLINE-1,Quantor (V2.6),NX-4112-C4,247,09-10-2025 19:47,09-10-2025 19:52,3267,24556,599,0,13,SHIFT-B,11.89,27-04-2025,20,5238,46735,12,Network Issue,1,1284,1405,109.42,61.42,E352,0.04,0,Healthy
QUANTOR_TEST_2,MAC_LINE_4_ASTRA,MACLINE-2,Orvion (V4.4),ZX-2029-B2,111,09-10-2025 13:48,09-10-2025 13:50,7161,20802,0,0,63,SHIFT-A,31.75,27-04-2025,63,6993,6391,0,Sensor Fault,1,1425,1263,88.63,86.39,E840,0,1,Healthy
ORVION_SCREWING_1,MAC_LINE_4_LUMINA,MACLINE-1,Orvion (V3.7),ZX-6416-A8,248,09-10-2025 13:43,09-10-2025 13:47,13940,14816,0,9,55,SHIFT-A,63.28,28-04-2025,55,13942,14811,1,Power Failure,0,823,650,78.98,64.22,E594,0,1,Needs Attention
CRYON_PACKAGING_5,MAC_LINE_2_NEXORA,MACLINE-2,Astra (V3.9),HX-8747-B4,298,09-10-2025 13:25,09-10-2025 13:30,1874,14156,7112,3743,1,SHIFT-A,2.36,28-04-2025,1,521,12975,39583,Sensor Fault,1,1242,918,73.91,71.54,E593,246.92,1,Needs Attention
CEREVEX_INSPECTION_1,MAC_LINE_5_ASTRA,MACLINE-4,NeuraX (V6.5),TX-3679-A3,146,09-10-2025 05:54,09-10-2025 05:57,7644,14790,0,64000,54,SHIFT-C,100,28-04-2025,162,24741,79738,70,Network Issue,1,848,673,79.36,83.38,E194,0.31,1,Needs Attention
NEXORA_SCREWING_5,MAC_LINE_4_NEXORA,MACLINE-2,Vortan (V6.7),NX-4873-C5,126,09-10-2025 05:51,09-10-2025 05:53,9710,18192,0,12,78,SHIFT-C,100,28-04-2025,114,14507,58406,0,Manual Stop,1,863,624,72.31,77.77,E347,0,1,Needs Attention
VORTAN_ALIGNMENT_2,MAC_LINE_4_ASTRA,MACLINE-2,Nexora (V4.8),NX-4097-B7,159,09-10-2025 05:45,09-10-2025 05:48,12951,14968,0,439,78,SHIFT-C,100,28-04-2025,114,19086,51294,0,Maintenance,0,995,713,71.66,70.79,E929,0,1,Needs Attention
VORTAN_TEST_5,MAC_LINE_5_GALVION,MACLINE-2,Quantor (V1.7),ZX-5843-B9,156,09-10-2025 05:42,09-10-2025 05:45,12815,15248,0,164,78,SHIFT-C,100,28-04-2025,114,18452,54151,0,Manual Stop,1,1059,841,79.41,84.07,E329,0,1,Needs Attention
NEURAX_PACKAGING_1,MAC_LINE_2_ASTRA,MACLINE-1,Nexora (V9.8),NX-8299-A1,256,09-10-2025 21:37,09-10-2025 21:41,12417,15695,0,2,46,SHIFT-B,59.34,28-04-2025,101,26149,30564,2,Power Failure,0,1123,874,77.83,66.25,E435,0.01,1,Needs Attention
ZERION_MOUNTING_3,MAC_LINE_5_QUANTOR,MACLINE-4,Zerion (V7.4),TX-3815-B4,331,09-10-2025 21:48,09-10-2025 21:54,9193,19551,0,55889,63,SHIFT-B,35.18,28-04-2025,108,15502,53369,97,Maintenance,0,887,766,86.36,81.29,E987,0.34,1,Healthy
EONIX_SEALING_1,MAC_LINE_5_AURALON,MACLINE-2,Galvion (V2.0),NX-8016-B5,132,09-10-2025 21:48,09-10-2025 21:51,4575,9696,0,0,36,SHIFT-B,10.54,28-04-2025,36,4643,47792,0,Power Failure,1,1402,1426,101.71,68,E777,0,0,Healthy
NEXORA_ASSEMBLY_1,MAC_LINE_5_CRYON,MACLINE-2,Vortan (V9.7),ZX-8683-A5,125,09-10-2025 13:46,09-10-2025 13:48,7845,20084,0,0,64,SHIFT-A,35.66,27-04-2025,64,7855,13067,0,Network Issue,0,1246,1049,84.19,75.25,E476,0,0,Healthy
